npc_id,quest_id,timestamp,value
63,35,2021-06-19T13,Gave Quest
48,143,2023-01-19T08,Completed Quest
91,140,2023-09-09T19,Completed Quest
36,42,2023-08-01T04,Gave Quest
42,135,2023-04-30T18,Completed Quest
116,168,2023-05-28T01,Gave Quest
32,176,2023-07-12T03,Completed Quest
154,42,2021-05-24T17,Completed Quest
189,211,2022-05-30T14,Completed Quest
19,152,2021-04-22T15,Gave Quest
211,206,2022-07-19T04,Completed Quest
39,122,2023-07-02T07,Gave Quest
108,136,2022-09-02T12,Completed Quest
157,42,2023-05-29T22,Gave Quest
155,209,2022-12-06T15,Completed Quest
63,161,2021-01-18T06,Completed Quest
123,178,2021-09-12T12,Gave Quest
114,158,2023-03-14T23,Completed Quest
67,116,2022-03-29T09,Completed Quest
154,118,2021-12-08T08,Gave Quest
214,216,2021-07-18T02,Gave Quest
136,138,2023-04-20T22,Completed Quest
73,150,2021-03-30T01,Completed Quest
104,1,2021-12-24T01,Gave Quest
214,203,2022-09-16T17,Gave Quest
61,132,2023-06-21T15,Completed Quest
174,10,2023-04-21T09,Gave Quest
72,94,2023-06-17T20,Completed Quest
72,158,2021-01-03T14,Completed Quest
127,143,2023-04-09T11,Gave Quest
21,99,2022-01-08T23,Gave Quest
81,89,2023-07-12T14,Gave Quest
114,45,2021-06-13T03,Gave Quest
111,207,2023-08-15T16,Gave Quest
144,176,2021-06-16T02,Gave Quest
142,60,2023-08-06T12,Gave Quest
53,230,2022-04-16T15,Completed Quest
174,187,2021-06-07T14,Completed Quest
169,112,2023-04-20T04,Completed Quest
209,213,2021-01-08T13,Gave Quest
198,80,2021-02-22T19,Gave Quest
52,213,2021-10-10T13,Completed Quest
19,99,2021-04-12T17,Gave Quest
209,211,2022-09-23T10,Gave Quest
118,111,2021-04-27T06,Gave Quest
156,143,2022-12-20T10,Gave Quest
32,206,2021-05-31T14,Gave Quest
156,203,2021-05-22T03,Completed Quest
118,173,2021-05-11T19,Completed Quest
211,80,2022-03-31T08,Gave Quest
118,125,2021-09-04T04,Gave Quest
93,74,2021-10-25T07,Gave Quest
61,141,2021-06-14T13,Completed Quest
147,7,2021-10-06T10,Completed Quest
31,196,2021-10-22T03,Completed Quest
39,45,2022-10-15T13,Gave Quest
85,17,2023-02-04T02,Completed Quest
13,161,2022-03-04T15,Gave Quest
100,11,2023-07-30T19,Completed Quest
71,17,2022-12-15T07,Completed Quest
23,161,2022-05-11T05,Gave Quest
30,111,2023-02-04T13,Gave Quest
17,132,2022-06-08T08,Gave Quest
142,112,2022-10-03T20,Gave Quest
42,155,2021-01-08T09,Gave Quest
123,99,2021-11-15T07,Gave Quest
17,178,2023-06-17T17,Completed Quest
168,35,2022-12-13T19,Completed Quest
155,99,2021-10-30T23,Completed Quest
194,191,2023-04-07T09,Gave Quest
198,145,2022-06-28T14,Gave Quest
158,67,2021-03-10T20,Completed Quest
50,136,2022-12-08T23,Gave Quest
71,222,2022-01-16T01,Completed Quest
151,117,2022-09-12T08,Gave Quest
154,62,2022-09-30T08,Completed Quest
125,164,2022-09-02T04,Gave Quest
189,226,2021-09-25T17,Completed Quest
71,201,2021-06-13T12,Gave Quest
43,60,2021-11-20T07,Gave Quest
156,71,2022-08-05T16,Gave Quest
23,167,2021-05-03T17,Gave Quest
11,80,2023-02-01T09,Gave Quest
24,20,2021-02-20T14,Gave Quest
14,222,2021-05-03T08,Gave Quest
214,99,2021-11-20T06,Gave Quest
123,222,2023-02-18T01,Completed Quest
194,48,2022-04-13T21,Gave Quest
93,88,2022-02-12T01,Completed Quest
34,116,2023-08-06T01,Completed Quest
179,147,2021-12-06T04,Completed Quest
199,27,2022-10-08T09,Completed Quest
123,131,2021-06-26T22,Gave Quest
57,209,2021-02-24T18,Completed Quest
14,124,2023-08-04T03,Completed Quest
30,14,2021-03-04T02,Completed Quest
55,74,2022-12-21T15,Completed Quest
13,206,2023-04-19T05,Completed Quest
2,170,2023-09-03T14,Gave Quest
8,144,2022-10-26T05,Completed Quest
105,213,2023-05-04T01,Gave Quest
133,143,2022-10-10T10,Completed Quest
162,124,2021-03-27T04,Gave Quest
11,144,2021-11-13T11,Completed Quest
58,134,2021-09-24T21,Gave Quest
169,37,2021-10-06T08,Gave Quest
11,61,2021-06-16T12,Completed Quest
30,52,2023-03-23T15,Completed Quest
139,14,2021-09-19T12,Gave Quest
114,178,2022-05-07T06,Gave Quest
57,52,2022-02-02T09,Completed Quest
128,80,2021-02-15T23,Gave Quest
5,77,2022-07-03T13,Gave Quest
24,119,2021-11-16T00,Gave Quest
128,118,2023-05-06T11,Gave Quest
105,216,2022-08-15T13,Gave Quest
156,61,2021-10-19T11,Gave Quest
125,227,2021-12-18T06,Gave Quest
81,20,2021-03-03T00,Completed Quest
159,155,2023-02-07T08,Completed Quest
53,61,2023-08-03T20,Completed Quest
5,161,2023-02-24T17,Completed Quest
88,117,2021-07-24T09,Gave Quest
17,230,2022-09-20T09,Completed Quest
192,27,2022-11-14T13,Completed Quest
159,35,2021-11-19T02,Gave Quest
199,133,2022-01-13T07,Gave Quest
114,17,2022-12-07T23,Completed Quest
28,102,2021-10-21T12,Completed Quest
39,105,2022-07-26T15,Completed Quest
9,116,2022-09-13T07,Completed Quest
154,58,2022-09-16T11,Gave Quest
14,230,2021-09-27T13,Gave Quest
151,186,2023-03-26T16,Gave Quest
19,56,2021-11-13T16,Completed Quest
111,40,2023-07-07T17,Completed Quest
23,186,2023-05-22T09,Completed Quest
172,140,2022-02-23T14,Gave Quest
205,74,2021-09-28T01,Completed Quest
21,116,2021-09-24T16,Gave Quest
31,30,2021-01-12T18,Completed Quest
189,161,2023-06-09T18,Completed Quest
71,178,2022-12-31T05,Completed Quest
21,135,2021-04-29T23,Completed Quest
23,176,2022-12-11T16,Completed Quest
103,186,2022-10-19T05,Completed Quest
189,64,2022-08-06T18,Completed Quest
73,53,2022-10-08T18,Gave Quest
103,134,2022-12-20T19,Gave Quest
57,190,2022-10-29T04,Completed Quest
150,23,2022-08-05T21,Gave Quest
202,180,2021-09-26T20,Gave Quest
9,2,2023-03-21T23,Completed Quest
91,173,2022-01-08T23,Completed Quest
205,94,2022-09-21T02,Gave Quest
9,45,2022-09-07T12,Gave Quest
76,62,2021-05-23T13,Gave Quest
136,1,2023-03-09T23,Completed Quest
21,207,2022-10-03T07,Gave Quest
116,112,2021-03-15T01,Gave Quest
8,183,2022-02-21T05,Completed Quest
159,7,2023-05-20T22,Completed Quest
156,143,2022-09-27T13,Completed Quest
195,35,2023-07-02T17,Completed Quest
47,207,2021-05-26T03,Completed Quest
150,131,2023-04-29T08,Gave Quest
151,196,2021-10-21T22,Completed Quest
189,92,2021-03-28T02,Completed Quest
44,224,2022-02-14T01,Completed Quest
68,64,2022-11-02T17,Gave Quest
2,167,2021-12-26T12,Completed Quest
103,173,2023-05-22T00,Completed Quest
114,173,2021-05-19T15,Completed Quest
189,112,2021-07-27T12,Gave Quest
156,118,2023-07-17T05,Completed Quest
43,124,2021-06-27T14,Gave Quest
67,17,2022-03-15T14,Gave Quest
192,88,2023-01-08T04,Gave Quest
192,201,2021-07-31T09,Gave Quest
26,60,2023-09-07T09,Gave Quest
36,164,2021-05-11T01,Gave Quest
88,134,2021-06-05T03,Completed Quest
117,141,2023-02-25T01,Completed Quest
147,119,2023-05-09T01,Gave Quest
198,140,2022-08-13T15,Gave Quest
64,27,2023-09-03T00,Completed Quest
32,99,2021-12-08T21,Completed Quest
144,203,2023-09-13T10,Completed Quest
121,190,2022-05-02T09,Gave Quest
157,117,2022-12-17T13,Completed Quest
127,44,2021-05-22T21,Gave Quest
130,138,2023-06-03T21,Gave Quest
189,206,2023-01-09T20,Gave Quest
39,141,2022-10-11T00,Gave Quest
81,92,2021-03-09T22,Completed Quest
63,33,2022-11-24T09,Gave Quest
172,55,2022-05-15T01,Gave Quest
147,94,2021-02-15T06,Gave Quest
171,45,2022-03-20T09,Gave Quest
26,136,2022-06-28T02,Gave Quest
17,191,2022-03-25T06,Completed Quest
55,7,2022-02-18T05,Gave Quest
11,62,2021-04-30T08,Completed Quest
71,230,2023-07-10T01,Completed Quest
8,144,2023-02-27T01,Completed Quest
39,20,2022-01-24T23,Gave Quest
47,102,2021-12-11T22,Gave Quest
183,194,2021-10-24T21,Gave Quest
61,167,2021-06-01T18,Completed Quest
71,168,2021-12-31T06,Gave Quest
53,150,2021-10-14T05,Gave Quest
85,128,2023-08-09T14,Gave Quest
50,113,2023-07-16T11,Completed Quest
8,128,2023-05-05T17,Completed Quest
50,61,2023-04-15T23,Gave Quest
170,170,2022-01-31T12,Gave Quest
44,42,2022-09-09T17,Gave Quest
170,67,2023-08-17T15,Completed Quest
151,226,2023-04-12T13,Gave Quest
208,61,2023-08-18T01,Gave Quest
13,178,2023-06-27T02,Completed Quest
133,20,2021-02-13T01,Gave Quest
214,186,2022-01-19T19,Completed Quest
52,82,2021-01-06T22,Completed Quest
144,209,2023-06-26T10,Gave Quest
111,42,2021-11-23T09,Completed Quest
42,206,2023-03-24T15,Completed Quest
121,155,2022-01-13T13,Completed Quest
76,30,2023-03-01T21,Gave Quest
147,44,2022-11-29T01,Gave Quest
108,48,2022-12-17T12,Completed Quest
169,131,2022-06-15T00,Completed Quest
63,30,2021-10-07T19,Gave Quest
172,37,2021-08-29T22,Gave Quest
157,138,2021-03-04T08,Completed Quest
172,178,2021-08-30T21,Gave Quest
184,211,2022-05-16T19,Completed Quest
168,92,2023-08-19T00,Gave Quest
108,85,2023-03-18T12,Completed Quest
24,206,2021-04-09T07,Completed Quest
116,190,2021-04-14T03,Gave Quest
53,7,2023-01-25T00,Gave Quest
30,97,2021-12-23T20,Gave Quest
11,158,2023-06-26T02,Completed Quest
13,227,2022-04-04T15,Gave Quest
11,74,2021-10-23T00,Completed Quest
13,33,2021-03-15T01,Gave Quest
174,180,2022-11-13T18,Gave Quest
48,183,2022-05-17T18,Gave Quest
23,131,2021-09-05T11,Gave Quest
209,124,2022-08-14T15,Gave Quest
71,27,2021-12-12T06,Completed Quest
30,140,2023-01-31T01,Completed Quest
159,196,2023-02-13T22,Gave Quest
42,206,2022-01-23T20,Completed Quest
13,116,2022-11-27T23,Completed Quest
64,213,2021-07-06T04,Gave Quest
151,58,2022-11-19T14,Completed Quest
172,112,2023-06-26T09,Completed Quest
139,85,2021-08-06T05,Gave Quest
105,72,2023-03-11T08,Gave Quest
85,122,2023-05-30T16,Completed Quest
192,144,2021-11-08T04,Gave Quest
88,147,2021-05-18T13,Gave Quest
94,147,2022-08-13T02,Gave Quest
97,167,2021-12-11T05,Completed Quest
52,17,2023-08-13T12,Gave Quest
52,35,2022-09-08T18,Completed Quest
144,190,2022-08-29T11,Completed Quest
103,80,2022-09-17T06,Completed Quest
104,161,2021-12-06T07,Gave Quest
30,67,2022-12-28T18,Completed Quest
26,147,2022-01-28T23,Completed Quest
198,203,2022-03-06T21,Completed Quest
24,45,2021-01-16T02,Gave Quest
192,144,2021-03-26T17,Completed Quest
57,50,2021-04-23T23,Gave Quest
31,194,2021-06-24T06,Completed Quest
165,131,2021-06-18T22,Gave Quest
130,191,2023-02-25T07,Completed Quest
150,164,2023-01-14T10,Gave Quest
123,30,2022-09-16T00,Completed Quest
198,11,2023-01-05T08,Gave Quest
11,48,2022-01-25T11,Gave Quest
68,60,2021-10-23T16,Completed Quest
130,58,2021-12-23T18,Completed Quest
162,144,2022-09-14T23,Completed Quest
64,164,2021-07-31T09,Completed Quest
81,71,2021-09-28T01,Completed Quest
82,113,2021-06-29T09,Gave Quest
202,178,2022-12-06T05,Gave Quest
94,203,2021-02-18T21,Gave Quest
68,58,2022-06-30T11,Completed Quest
55,88,2022-11-11T06,Gave Quest
68,111,2021-10-25T23,Gave Quest
189,112,2021-03-28T23,Gave Quest
139,170,2022-03-22T22,Completed Quest
17,62,2022-01-17T07,Completed Quest
62,155,2023-04-26T01,Gave Quest
156,191,2023-03-10T21,Completed Quest
32,23,2021-06-28T13,Gave Quest
23,85,2022-01-28T17,Gave Quest
44,117,2021-05-09T19,Completed Quest
72,152,2021-07-07T20,Gave Quest
169,152,2022-09-19T12,Completed Quest
118,190,2023-05-27T06,Completed Quest
19,198,2021-12-23T00,Completed Quest
171,133,2021-12-15T06,Gave Quest
23,134,2021-07-30T11,Completed Quest
139,124,2022-06-05T13,Gave Quest
100,194,2021-05-13T10,Gave Quest
157,14,2021-05-26T02,Completed Quest
150,111,2022-02-20T20,Gave Quest
28,99,2021-03-17T05,Completed Quest
85,61,2022-12-08T02,Gave Quest
108,128,2022-02-16T00,Completed Quest
133,155,2022-02-18T11,Gave Quest
14,97,2023-08-05T03,Gave Quest
21,211,2023-03-21T01,Completed Quest
179,147,2021-08-23T21,Gave Quest
61,77,2022-09-12T07,Completed Quest
44,11,2022-10-04T06,Gave Quest
42,168,2021-07-23T04,Gave Quest
5,191,2022-08-10T04,Gave Quest
47,124,2022-08-17T02,Gave Quest
144,44,2022-01-02T14,Gave Quest
32,52,2021-08-14T06,Completed Quest
154,222,2022-06-16T08,Gave Quest
127,37,2022-03-27T17,Completed Quest
198,80,2023-03-16T22,Gave Quest
100,124,2022-12-31T20,Completed Quest
154,48,2021-02-11T04,Gave Quest
8,135,2022-07-14T07,Completed Quest
13,140,2023-06-11T18,Completed Quest
195,183,2022-08-04T18,Completed Quest
8,7,2023-04-29T06,Gave Quest
208,138,2022-08-27T05,Completed Quest
172,82,2021-11-03T07,Gave Quest
39,68,2021-02-27T05,Completed Quest
52,94,2022-09-20T02,Completed Quest
2,116,2022-12-21T04,Completed Quest
144,27,2022-12-22T04,Completed Quest
195,14,2023-04-23T18,Completed Quest
133,178,2022-04-30T02,Gave Quest
104,201,2022-09-21T02,Gave Quest
53,37,2021-03-26T08,Completed Quest
31,14,2021-11-24T23,Gave Quest
55,216,2022-07-05T02,Completed Quest
162,219,2023-01-01T23,Completed Quest
142,144,2021-12-13T18,Completed Quest
93,45,2022-11-20T00,Completed Quest
34,194,2021-03-30T09,Gave Quest
199,72,2021-06-13T09,Gave Quest
17,216,2021-01-10T13,Completed Quest
57,173,2021-10-07T19,Completed Quest
67,80,2022-02-26T09,Gave Quest
55,74,2021-10-03T09,Gave Quest
155,141,2022-06-27T18,Completed Quest
13,213,2022-09-27T08,Completed Quest
47,122,2022-07-02T13,Completed Quest
198,176,2022-08-25T15,Completed Quest
154,72,2023-09-06T03,Gave Quest
202,164,2021-03-07T20,Gave Quest
128,213,2023-01-22T19,Gave Quest
117,128,2023-01-17T05,Gave Quest
192,1,2023-07-29T11,Completed Quest
57,17,2023-05-21T01,Gave Quest
198,209,2022-06-14T09,Completed Quest
158,119,2022-05-01T18,Gave Quest
55,20,2021-09-13T02,Gave Quest
9,45,2023-01-30T19,Completed Quest
64,133,2023-07-02T01,Completed Quest
150,85,2022-02-25T21,Completed Quest
19,37,2021-07-08T01,Completed Quest
105,145,2022-09-02T06,Gave Quest
36,58,2021-02-08T05,Gave Quest
58,198,2022-04-04T15,Gave Quest
151,4,2021-02-17T09,Gave Quest
72,50,2021-01-16T12,Completed Quest
34,198,2021-04-07T10,Completed Quest
61,77,2021-11-02T06,Completed Quest
150,224,2023-03-27T00,Completed Quest
192,72,2023-07-29T19,Completed Quest
32,97,2022-12-04T22,Completed Quest
73,194,2023-04-04T18,Completed Quest
179,140,2022-06-08T16,Completed Quest
58,176,2022-11-25T15,Gave Quest
44,122,2021-10-09T12,Gave Quest
42,122,2021-10-08T23,Completed Quest
165,140,2021-04-13T17,Gave Quest
79,190,2022-03-05T08,Gave Quest
192,164,2022-05-24T10,Gave Quest
176,190,2023-02-08T00,Completed Quest
111,230,2022-04-04T16,Completed Quest
93,133,2023-05-07T03,Gave Quest
50,23,2021-02-22T02,Completed Quest
105,117,2021-05-04T06,Gave Quest
211,134,2021-03-16T21,Completed Quest
65,58,2022-01-04T13,Gave Quest
156,226,2022-12-21T19,Completed Quest
199,44,2022-11-15T02,Gave Quest
13,178,2023-05-07T04,Completed Quest
30,97,2021-04-20T18,Completed Quest
26,222,2022-10-01T11,Completed Quest
34,1,2022-08-19T06,Gave Quest
174,144,2023-01-07T20,Gave Quest
169,88,2023-06-23T03,Completed Quest
157,20,2023-01-31T08,Gave Quest
151,7,2021-05-27T15,Completed Quest
127,94,2022-03-20T09,Completed Quest
209,80,2023-03-07T13,Gave Quest
94,25,2022-02-21T09,Gave Quest
64,147,2021-11-03T14,Gave Quest
192,132,2022-04-24T11,Completed Quest
189,128,2022-05-01T15,Gave Quest
194,89,2021-07-10T08,Completed Quest
154,158,2021-03-16T19,Completed Quest
189,48,2021-01-16T07,Gave Quest
184,42,2022-03-08T19,Completed Quest
17,68,2022-11-30T01,Gave Quest
19,125,2021-12-04T02,Gave Quest
157,55,2022-11-21T11,Gave Quest
103,108,2022-07-07T06,Completed Quest
81,2,2021-08-09T16,Completed Quest
194,194,2021-11-11T01,Completed Quest
128,111,2023-06-17T08,Completed Quest
67,152,2022-06-04T17,Gave Quest
73,164,2022-03-03T18,Completed Quest
150,117,2021-02-20T04,Gave Quest
11,209,2021-01-10T15,Gave Quest
30,45,2022-09-25T00,Completed Quest
26,11,2023-08-06T00,Gave Quest
123,124,2023-08-02T23,Gave Quest
156,105,2023-02-08T07,Gave Quest
76,205,2021-08-19T10,Completed Quest
14,77,2021-01-11T09,Completed Quest
156,201,2021-09-10T03,Completed Quest
23,37,2022-02-09T16,Gave Quest
71,64,2022-07-18T10,Completed Quest
195,203,2022-12-31T14,Gave Quest
118,14,2023-04-27T05,Completed Quest
14,118,2023-07-01T20,Gave Quest
194,226,2023-04-04T22,Gave Quest
55,207,2021-08-28T04,Completed Quest
93,7,2022-09-08T15,Completed Quest
198,167,2021-04-10T21,Completed Quest
162,71,2022-05-22T23,Completed Quest
186,44,2021-08-25T23,Gave Quest
147,164,2023-08-31T05,Gave Quest
162,55,2022-10-10T05,Gave Quest
11,180,2022-11-09T03,Completed Quest
81,194,2021-10-10T05,Gave Quest
104,23,2021-01-02T18,Gave Quest
42,52,2021-06-14T23,Completed Quest
72,140,2021-05-10T16,Gave Quest
154,190,2022-12-08T15,Gave Quest
162,10,2023-08-06T09,Gave Quest
125,64,2023-09-06T20,Gave Quest
116,85,2023-01-12T13,Completed Quest
103,11,2022-12-15T19,Completed Quest
114,138,2022-03-12T10,Gave Quest
128,92,2021-03-28T01,Gave Quest
8,186,2022-09-01T20,Completed Quest
184,62,2021-06-26T03,Completed Quest
151,37,2021-03-04T20,Completed Quest
179,119,2022-11-28T13,Gave Quest
157,183,2023-08-25T04,Gave Quest
105,216,2022-09-15T06,Gave Quest
108,60,2022-12-11T08,Completed Quest
186,112,2022-10-02T06,Gave Quest
48,135,2022-11-01T14,Gave Quest
179,60,2022-08-19T14,Gave Quest
176,2,2021-01-11T13,Completed Quest
209,213,2022-10-19T01,Gave Quest
5,77,2023-03-14T23,Gave Quest
9,85,2023-03-18T22,Gave Quest
209,67,2022-01-08T13,Completed Quest
100,58,2022-03-15T08,Gave Quest
162,52,2022-07-14T23,Completed Quest
85,150,2022-08-02T18,Gave Quest
30,147,2021-02-08T01,Gave Quest
2,23,2021-04-24T00,Gave Quest
65,61,2023-01-11T02,Completed Quest
209,122,2022-12-26T00,Completed Quest
181,23,2021-01-05T16,Completed Quest
127,33,2023-01-31T16,Gave Quest
91,82,2022-06-04T13,Gave Quest
184,74,2022-08-07T11,Completed Quest
123,108,2023-08-23T11,Completed Quest
17,124,2023-08-05T05,Gave Quest
36,23,2021-10-23T19,Completed Quest
121,55,2021-06-27T15,Completed Quest
42,48,2021-11-19T22,Completed Quest
34,55,2023-04-23T19,Completed Quest
208,37,2021-04-18T14,Completed Quest
5,138,2021-02-05T10,Gave Quest
108,136,2022-11-01T17,Completed Quest
121,216,2022-07-10T07,Gave Quest
93,213,2021-11-22T13,Completed Quest
118,102,2023-02-19T10,Completed Quest
155,143,2021-10-30T09,Gave Quest
174,14,2021-10-25T09,Gave Quest
50,155,2021-02-19T05,Completed Quest
31,92,2021-03-03T17,Completed Quest
183,89,2021-02-14T06,Completed Quest
118,211,2021-02-22T14,Completed Quest
79,131,2021-05-14T22,Gave Quest
170,145,2023-07-24T09,Gave Quest
156,94,2021-10-06T05,Completed Quest
48,25,2021-09-01T11,Gave Quest
125,205,2022-11-19T02,Gave Quest
130,170,2022-12-29T08,Completed Quest
9,186,2021-06-09T17,Completed Quest
36,138,2021-06-06T12,Gave Quest
172,55,2022-06-01T15,Gave Quest
9,132,2022-05-28T01,Gave Quest
183,213,2023-08-07T18,Gave Quest
123,132,2022-11-18T20,Gave Quest
117,80,2022-10-09T16,Completed Quest
147,42,2023-07-22T02,Completed Quest
103,112,2021-03-17T05,Gave Quest
198,209,2022-05-13T09,Gave Quest
121,62,2021-10-04T19,Completed Quest
36,211,2021-02-28T05,Gave Quest
76,102,2023-03-15T18,Completed Quest
130,97,2021-11-04T00,Gave Quest
202,226,2023-08-25T04,Completed Quest
21,112,2022-04-03T03,Gave Quest
130,55,2023-06-12T16,Completed Quest
48,61,2021-01-25T05,Gave Quest
133,35,2023-08-22T15,Gave Quest
53,37,2021-08-05T20,Completed Quest
142,74,2021-04-21T09,Completed Quest
159,53,2021-01-27T08,Completed Quest
181,164,2021-04-04T19,Completed Quest
21,125,2023-02-28T00,Completed Quest
81,80,2022-05-08T01,Completed Quest
11,4,2022-03-07T04,Completed Quest
114,111,2021-12-29T04,Gave Quest
42,85,2021-08-14T23,Completed Quest
94,30,2021-05-27T03,Gave Quest
154,17,2022-04-19T03,Gave Quest
117,99,2022-12-25T20,Gave Quest
63,113,2022-04-26T04,Completed Quest
186,40,2023-06-15T14,Completed Quest
61,112,2022-02-28T14,Completed Quest
82,74,2022-02-03T04,Gave Quest
159,85,2023-04-15T00,Gave Quest
93,48,2021-11-12T14,Completed Quest
136,44,2023-09-12T09,Completed Quest
13,4,2021-01-16T22,Gave Quest
8,170,2021-01-17T14,Gave Quest
14,125,2021-12-23T20,Gave Quest
125,161,2023-04-01T12,Gave Quest
121,74,2023-01-10T10,Gave Quest
189,161,2023-04-26T12,Completed Quest
184,198,2023-03-01T05,Gave Quest
186,27,2023-05-18T02,Completed Quest
81,144,2022-03-03T06,Completed Quest
144,64,2022-08-10T15,Gave Quest
2,77,2023-08-06T18,Gave Quest
5,178,2023-05-18T22,Completed Quest
111,117,2022-01-19T06,Gave Quest
79,35,2023-05-01T16,Completed Quest
11,2,2023-01-14T06,Gave Quest
214,211,2023-08-27T04,Gave Quest
127,64,2021-10-09T14,Gave Quest
23,213,2022-07-21T23,Completed Quest
79,40,2021-11-30T14,Gave Quest
179,170,2021-06-23T22,Completed Quest
34,211,2023-01-19T04,Completed Quest
11,173,2022-09-27T14,Completed Quest
142,88,2021-08-06T15,Gave Quest
28,133,2021-06-10T13,Completed Quest
142,198,2021-02-02T05,Completed Quest
127,55,2022-11-15T22,Completed Quest
169,105,2022-08-28T21,Completed Quest
72,92,2023-03-25T14,Gave Quest
123,227,2023-06-07T08,Gave Quest
208,105,2021-11-27T05,Completed Quest
31,187,2021-05-28T10,Completed Quest
52,11,2023-09-04T21,Gave Quest
28,60,2023-07-08T15,Completed Quest
63,219,2021-02-12T01,Gave Quest
121,152,2023-03-22T23,Gave Quest
172,68,2021-12-08T13,Completed Quest
53,134,2023-08-01T19,Gave Quest
61,80,2021-07-14T06,Gave Quest
88,167,2023-08-10T17,Completed Quest
88,58,2021-03-20T08,Completed Quest
205,102,2021-07-28T18,Gave Quest
211,60,2023-08-16T07,Gave Quest
136,158,2021-11-13T03,Completed Quest
192,136,2023-07-01T05,Gave Quest
21,97,2022-10-21T05,Gave Quest
208,53,2022-03-05T08,Completed Quest
28,196,2023-08-17T10,Gave Quest
199,167,2022-06-13T21,Completed Quest
61,173,2021-08-23T03,Gave Quest
111,170,2023-04-08T12,Completed Quest
100,60,2021-06-29T10,Completed Quest
121,11,2023-05-16T11,Completed Quest
139,60,2022-02-05T12,Gave Quest
186,60,2023-05-24T21,Completed Quest
64,144,2021-12-28T05,Gave Quest
5,209,2023-01-02T20,Completed Quest
24,112,2021-09-05T02,Gave Quest
127,62,2022-01-23T05,Gave Quest
127,216,2022-08-26T09,Gave Quest
79,64,2021-04-17T18,Completed Quest
58,60,2021-07-18T18,Completed Quest
184,227,2022-08-10T09,Gave Quest
97,144,2023-02-22T01,Gave Quest
55,64,2021-08-10T01,Gave Quest
97,211,2022-10-26T22,Gave Quest
121,105,2021-03-16T18,Completed Quest
194,144,2023-06-07T23,Completed Quest
39,53,2022-12-27T12,Gave Quest
32,150,2023-03-31T15,Completed Quest
168,124,2022-04-23T02,Completed Quest
150,92,2022-03-04T13,Completed Quest
88,105,2021-11-23T23,Gave Quest
168,227,2021-10-19T22,Gave Quest
76,60,2021-07-04T08,Gave Quest
121,10,2022-03-17T04,Completed Quest
24,191,2022-02-03T00,Gave Quest
125,138,2021-02-22T00,Completed Quest
2,191,2022-09-15T11,Gave Quest
154,131,2022-03-16T07,Gave Quest
159,2,2022-03-30T03,Completed Quest
58,61,2021-12-18T15,Completed Quest
79,10,2022-06-10T14,Gave Quest
5,226,2021-08-07T19,Gave Quest
157,118,2021-01-20T19,Gave Quest
121,198,2023-01-10T17,Completed Quest
8,48,2021-11-15T18,Completed Quest
23,207,2023-04-19T14,Gave Quest
13,196,2022-03-24T22,Gave Quest
28,173,2023-05-15T13,Gave Quest
65,82,2022-12-01T14,Gave Quest
214,40,2023-06-28T17,Completed Quest
194,82,2021-08-23T01,Gave Quest
170,191,2022-04-19T23,Gave Quest
211,167,2022-02-02T03,Completed Quest
211,201,2022-03-30T08,Gave Quest
151,131,2023-09-11T21,Completed Quest
71,219,2023-07-15T11,Completed Quest
72,180,2023-08-06T06,Completed Quest
174,133,2022-07-28T05,Gave Quest
28,158,2021-11-25T07,Gave Quest
43,209,2023-08-12T11,Gave Quest
79,198,2023-07-29T09,Gave Quest
209,99,2021-02-18T16,Completed Quest
117,23,2023-05-10T01,Completed Quest
81,94,2021-08-06T07,Completed Quest
165,20,2023-01-31T09,Gave Quest
123,145,2023-02-21T16,Completed Quest
93,72,2022-05-17T05,Completed Quest
32,147,2023-04-07T09,Gave Quest
79,62,2022-11-07T17,Gave Quest
157,10,2021-08-01T19,Completed Quest
91,143,2022-04-12T14,Completed Quest
114,52,2023-05-21T00,Completed Quest
169,207,2023-05-29T03,Completed Quest
50,23,2021-01-12T09,Gave Quest
165,50,2022-10-19T11,Gave Quest
2,71,2023-03-02T14,Gave Quest
183,4,2022-11-27T06,Completed Quest
57,42,2023-04-16T16,Completed Quest
139,17,2022-05-22T10,Gave Quest
104,226,2022-02-04T16,Gave Quest
100,207,2021-03-05T12,Gave Quest
184,62,2023-06-19T18,Completed Quest
181,116,2022-10-30T06,Completed Quest
118,152,2021-06-10T23,Completed Quest
9,124,2021-06-15T06,Gave Quest
14,20,2021-09-07T15,Gave Quest
194,44,2023-07-07T00,Completed Quest
128,190,2022-05-05T10,Gave Quest
147,209,2023-03-22T07,Gave Quest
88,35,2021-07-04T00,Gave Quest
82,99,2023-01-28T19,Completed Quest
48,132,2022-06-16T03,Gave Quest
130,117,2023-05-18T14,Completed Quest
186,131,2022-04-05T19,Completed Quest
64,138,2021-08-17T19,Completed Quest
111,213,2021-11-14T21,Gave Quest
194,194,2021-02-02T14,Gave Quest
171,180,2022-02-16T17,Gave Quest
42,102,2021-03-17T09,Completed Quest
13,68,2022-04-07T04,Gave Quest
158,125,2022-02-21T07,Completed Quest
81,203,2023-08-22T23,Gave Quest
114,194,2023-02-09T05,Gave Quest
198,60,2022-08-23T21,Completed Quest
79,164,2021-05-25T11,Gave Quest
165,67,2022-05-04T21,Completed Quest
13,1,2022-01-11T03,Gave Quest
174,158,2022-09-24T23,Gave Quest
