character_id,npc_id,timestamp,value
110,102,2023-02-21T02,Sold To
56,84,2021-11-20T16,Sold To
105,101,2021-07-25T08,Bought From
38,72,2021-05-12T17,Bought From
150,97,2021-02-07T15,Ignored
73,93,2021-11-09T07,Sold To
75,124,2023-04-25T13,Ignored
127,17,2023-02-11T07,Talked
30,7,2023-04-24T06,Talked
4,108,2022-08-28T11,Fought
60,87,2023-04-23T20,Sold To
87,38,2022-12-10T14,Fought
5,110,2022-04-11T02,Ignored
132,21,2021-01-13T04,Talked
132,6,2022-06-19T14,Fought
129,125,2023-04-16T16,Ignored
195,83,2022-12-25T07,Talked
11,51,2021-04-03T14,Talked
44,14,2022-03-28T17,Ignored
159,73,2021-12-05T01,Sold To
186,108,2022-12-27T05,Fought
138,40,2022-08-30T08,Ignored
157,98,2021-11-25T20,Fought
189,84,2022-05-01T01,Sold To
142,4,2023-04-28T01,Sold To
147,14,2022-01-10T23,Sold To
44,54,2022-06-25T11,Sold To
201,91,2022-02-08T20,Ignored
121,4,2021-09-19T18,Talked
36,12,2021-06-24T06,Ignored
175,106,2023-01-21T19,Talked
55,122,2023-06-24T03,Fought
61,70,2021-11-10T13,Fought
68,111,2021-05-18T16,Ignored
186,72,2022-12-28T08,Talked
87,42,2022-09-08T00,Ignored
112,72,2023-04-04T15,Ignored
163,7,2022-11-25T15,Talked
170,45,2021-07-22T04,Talked
98,103,2023-01-20T15,Bought From
46,128,2022-09-20T04,Ignored
68,36,2021-07-06T01,Talked
105,33,2021-10-07T01,Fought
126,49,2022-04-22T23,Fought
36,131,2023-01-11T20,Bought From
182,15,2022-01-19T23,Ignored
191,33,2023-02-07T07,Fought
127,38,2022-11-04T04,Fought
105,70,2021-04-08T02,Ignored
60,59,2021-06-12T05,Ignored
192,2,2023-07-28T16,Sold To
130,61,2023-01-28T06,Sold To
46,110,2021-04-25T05,Talked
163,62,2023-02-22T14,Ignored
40,98,2022-12-23T00,Bought From
23,45,2021-12-13T21,Ignored
40,128,2023-01-23T02,Fought
132,2,2021-01-22T06,Ignored
95,52,2022-03-27T02,Ignored
64,118,2022-01-02T05,Sold To
43,91,2023-08-02T02,Ignored
166,118,2023-07-05T15,Sold To
121,72,2021-09-05T00,Fought
170,52,2021-11-02T19,Fought
57,7,2022-07-12T07,Talked
68,111,2023-03-11T07,Sold To
49,108,2023-01-09T19,Bought From
36,114,2022-01-21T18,Ignored
66,49,2023-01-26T19,Ignored
130,72,2022-02-10T16,Ignored
182,97,2021-08-26T16,Sold To
144,72,2023-06-23T16,Sold To
170,33,2022-11-06T07,Bought From
126,14,2022-12-18T23,Ignored
11,24,2022-07-01T20,Fought
11,97,2021-01-11T06,Talked
195,72,2021-09-13T14,Fought
127,51,2023-05-29T00,Sold To
43,21,2023-09-12T14,Bought From
170,70,2022-04-20T16,Ignored
124,51,2022-04-09T17,Talked
1,6,2021-01-11T02,Sold To
201,81,2022-10-30T14,Fought
175,93,2023-09-01T19,Ignored
102,8,2023-04-17T00,Talked
157,103,2021-02-20T08,Fought
130,111,2023-08-09T20,Fought
57,70,2021-05-26T04,Fought
18,51,2022-11-05T13,Bought From
192,10,2022-02-11T22,Talked
23,108,2021-10-08T21,Ignored
163,60,2021-08-13T01,Sold To
90,36,2022-06-13T21,Bought From
38,38,2023-04-19T05,Bought From
5,21,2021-02-26T04,Fought
204,88,2022-12-25T14,Bought From
90,128,2023-02-15T12,Talked
184,38,2022-09-19T18,Ignored
121,2,2021-04-18T07,Sold To
192,60,2023-01-13T11,Bought From
43,70,2022-01-11T20,Ignored
155,70,2023-08-03T21,Sold To
18,62,2023-06-16T01,Sold To
192,6,2022-12-24T12,Fought
44,12,2023-07-16T04,Sold To
192,106,2021-12-26T02,Ignored
29,60,2021-04-17T21,Fought
69,101,2022-12-12T21,Fought
75,122,2023-02-23T05,Sold To
11,114,2021-09-04T00,Fought
158,27,2022-02-26T16,Talked
87,133,2021-10-23T10,Fought
157,133,2023-04-27T03,Ignored
157,30,2023-08-03T19,Bought From
50,94,2023-03-25T17,Bought From
173,40,2023-04-07T16,Talked
119,64,2021-04-24T06,Fought
37,87,2023-06-17T19,Talked
140,19,2023-01-12T00,Fought
158,97,2023-08-04T01,Sold To
30,125,2022-03-17T19,Bought From
110,12,2022-07-06T20,Ignored
77,131,2022-11-26T20,Ignored
12,39,2023-07-11T03,Fought
170,62,2022-04-19T04,Fought
77,67,2022-07-25T19,Sold To
158,59,2023-04-18T04,Ignored
105,30,2022-05-25T09,Ignored
27,103,2022-06-21T11,Sold To
23,87,2021-12-25T18,Fought
140,38,2021-10-21T15,Talked
56,128,2021-12-24T13,Bought From
162,17,2021-10-22T06,Bought From
38,52,2021-09-23T18,Sold To
18,38,2023-02-27T08,Bought From
36,72,2023-06-22T05,Ignored
78,133,2022-04-03T17,Sold To
144,51,2023-08-22T15,Sold To
40,91,2022-08-28T06,Sold To
198,93,2023-06-24T21,Talked
71,91,2021-07-16T22,Ignored
124,39,2022-02-26T12,Bought From
158,42,2022-03-24T18,Sold To
85,24,2023-04-23T10,Talked
85,124,2021-09-02T12,Fought
166,61,2022-06-09T04,Bought From
121,118,2022-04-19T14,Sold To
110,91,2021-05-06T03,Sold To
5,73,2023-05-03T12,Fought
79,84,2023-05-19T04,Bought From
163,97,2023-04-20T08,Sold To
158,84,2022-05-10T21,Bought From
166,45,2023-09-08T16,Talked
28,51,2023-03-24T19,Sold To
127,93,2023-07-24T20,Sold To
90,125,2022-12-24T12,Fought
198,45,2022-05-03T01,Ignored
201,67,2022-09-09T00,Sold To
36,97,2022-08-08T07,Fought
27,33,2021-07-11T07,Sold To
65,52,2023-01-17T09,Talked
175,81,2023-03-21T14,Bought From
118,36,2021-11-26T08,Ignored
192,84,2023-05-05T14,Talked
1,59,2023-05-03T18,Fought
77,38,2022-08-13T19,Fought
166,17,2022-02-09T04,Talked
73,42,2021-01-27T01,Talked
101,124,2023-06-21T17,Bought From
4,21,2022-03-06T00,Talked
169,15,2021-09-15T11,Ignored
78,2,2021-11-05T07,Bought From
98,106,2023-04-28T16,Talked
55,14,2022-06-03T14,Ignored
11,128,2021-01-16T10,Fought
105,103,2023-07-14T17,Talked
132,106,2022-12-12T16,Ignored
147,24,2021-04-08T10,Sold To
112,49,2022-05-13T18,Bought From
30,79,2022-06-06T03,Fought
162,93,2022-10-28T05,Fought
71,111,2023-02-18T21,Bought From
153,19,2021-11-08T12,Fought
169,120,2022-06-21T10,Bought From
33,7,2023-06-05T09,Ignored
124,16,2023-02-28T10,Ignored
184,73,2021-06-22T22,Talked
33,30,2021-04-27T19,Sold To
68,79,2021-09-27T07,Talked
38,108,2022-08-01T19,Sold To
159,87,2021-01-07T17,Talked
112,106,2021-04-16T00,Bought From
155,124,2023-04-14T19,Sold To
25,33,2021-07-29T23,Bought From
33,10,2022-04-19T22,Ignored
75,52,2021-08-03T22,Talked
126,114,2022-02-16T22,Talked
57,115,2022-06-10T10,Fought
60,59,2021-03-06T04,Fought
126,15,2021-09-01T00,Bought From
57,118,2021-10-29T22,Bought From
31,83,2023-08-13T16,Sold To
140,51,2021-04-30T06,Fought
31,115,2022-11-02T12,Bought From
112,64,2021-11-14T05,Bought From
132,17,2023-04-29T02,Talked
179,51,2023-05-25T01,Bought From
78,103,2021-10-09T01,Sold To
12,98,2021-03-06T22,Fought
71,122,2023-09-04T11,Ignored
159,120,2021-04-18T04,Ignored
129,62,2022-03-02T01,Ignored
162,94,2022-09-10T22,Ignored
135,73,2023-04-04T09,Fought
98,94,2021-12-15T18,Bought From
75,106,2021-08-04T03,Fought
61,62,2022-04-08T16,Bought From
121,106,2023-02-14T08,Fought
66,114,2023-07-04T11,Talked
144,61,2023-06-17T22,Bought From
186,94,2021-01-26T01,Fought
69,111,2022-02-25T15,Talked
118,102,2021-02-23T04,Talked
105,70,2021-08-28T20,Sold To
182,128,2023-08-16T05,Fought
12,102,2021-11-13T22,Ignored
121,30,2023-07-25T09,Fought
121,103,2023-04-10T01,Sold To
30,43,2023-02-21T13,Ignored
4,125,2021-08-15T08,Talked
191,94,2023-02-19T15,Fought
138,6,2022-09-07T01,Sold To
81,8,2021-02-03T05,Fought
135,2,2021-09-06T13,Sold To
5,62,2022-06-09T02,Sold To
110,67,2021-12-07T05,Sold To
23,43,2023-04-17T20,Sold To
121,72,2022-11-08T06,Sold To
201,43,2023-07-30T10,Fought
166,4,2023-08-16T03,Ignored
138,52,2021-07-06T00,Fought
11,97,2023-06-02T15,Fought
195,12,2022-08-23T03,Talked
150,97,2021-03-02T15,Sold To
37,43,2023-04-03T08,Sold To
102,102,2021-06-28T21,Sold To
138,27,2021-06-06T05,Fought
92,81,2021-09-04T01,Talked
126,62,2021-07-28T06,Ignored
4,122,2022-04-17T19,Talked
11,21,2023-04-15T12,Bought From
92,133,2021-06-12T10,Talked
90,36,2023-02-04T21,Fought
166,7,2021-11-29T08,Talked
159,43,2021-01-11T04,Fought
142,42,2022-07-30T11,Fought
201,51,2022-11-19T22,Bought From
65,118,2023-07-28T09,Sold To
33,122,2023-09-02T17,Ignored
153,7,2023-07-26T18,Ignored
90,91,2022-05-31T11,Sold To
135,60,2023-03-03T09,Sold To
132,16,2022-04-21T00,Sold To
195,17,2021-09-10T17,Ignored
179,30,2022-08-04T23,Ignored
98,87,2021-10-16T19,Fought
75,70,2023-08-30T12,Fought
36,59,2023-04-04T11,Ignored
43,73,2022-07-05T21,Fought
52,76,2022-06-16T19,Talked
5,40,2022-02-18T05,Fought
78,39,2022-01-20T02,Bought From
175,30,2022-03-26T08,Fought
147,2,2021-11-11T18,Bought From
1,101,2022-11-28T15,Talked
70,98,2021-09-28T07,Talked
170,67,2022-11-19T18,Sold To
46,39,2021-07-19T09,Sold To
186,52,2021-11-13T17,Ignored
70,51,2021-12-26T08,Sold To
162,102,2021-08-10T07,Sold To
11,94,2023-06-08T12,Fought
37,93,2022-07-28T06,Ignored
15,125,2022-03-29T11,Sold To
65,67,2023-05-15T14,Fought
182,118,2021-05-23T19,Bought From
12,40,2023-04-05T22,Fought
1,2,2021-09-17T11,Sold To
140,39,2022-03-17T10,Fought
107,12,2022-08-02T17,Bought From
186,59,2022-03-03T03,Ignored
84,39,2021-11-16T09,Bought From
60,62,2022-01-17T20,Fought
29,62,2023-07-06T08,Fought
191,60,2022-01-11T08,Talked
44,39,2022-01-22T12,Fought
182,128,2023-05-10T13,Talked
84,98,2022-06-17T12,Sold To
92,93,2022-08-14T21,Sold To
204,102,2021-11-04T08,Fought
92,120,2023-05-15T06,Sold To
95,48,2022-04-03T02,Sold To
170,133,2022-07-06T17,Sold To
56,21,2021-03-01T12,Fought
33,67,2021-09-21T16,Sold To
101,83,2021-06-30T14,Bought From
38,16,2023-05-16T21,Sold To
64,24,2022-08-24T18,Bought From
175,30,2023-06-25T06,Fought
77,115,2021-05-05T07,Talked
110,70,2022-04-21T11,Sold To
179,52,2023-05-25T02,Talked
105,88,2022-05-27T19,Talked
105,8,2023-03-29T16,Ignored
118,48,2021-03-10T10,Bought From
107,40,2023-01-13T03,Talked
61,17,2021-11-09T03,Fought
118,110,2022-05-08T13,Sold To
118,57,2021-09-09T21,Ignored
158,128,2023-08-24T12,Sold To
101,21,2022-05-02T10,Fought
70,27,2022-05-04T10,Sold To
25,48,2023-02-14T02,Bought From
23,133,2021-01-14T06,Fought
179,19,2023-02-08T20,Ignored
65,102,2021-12-06T17,Fought
75,76,2022-06-08T03,Ignored
46,16,2021-01-10T22,Fought
132,118,2021-11-17T04,Fought
170,87,2022-02-09T17,Fought
69,70,2022-05-17T23,Ignored
57,110,2022-02-25T11,Ignored
58,15,2022-11-08T11,Sold To
66,131,2023-06-11T13,Fought
126,59,2022-01-18T23,Ignored
158,62,2022-06-19T11,Sold To
169,88,2021-05-25T18,Fought
119,21,2022-01-25T18,Sold To
85,39,2021-10-20T16,Bought From
28,27,2023-09-06T07,Bought From
186,54,2021-02-01T01,Bought From
201,101,2022-08-17T09,Sold To
1,131,2022-10-12T18,Talked
12,49,2022-12-15T13,Ignored
29,64,2022-11-10T07,Bought From
87,122,2021-09-05T04,Bought From
95,36,2021-06-27T16,Fought
155,7,2021-06-22T15,Talked
189,83,2022-11-30T15,Bought From
102,103,2022-04-24T17,Fought
112,61,2021-02-19T15,Fought
27,76,2022-04-04T18,Talked
5,122,2021-01-23T21,Sold To
8,12,2022-01-29T16,Sold To
95,2,2021-02-16T04,Bought From
84,91,2021-10-21T06,Fought
90,108,2022-12-25T21,Sold To
69,98,2022-01-06T00,Sold To
195,131,2022-12-16T02,Ignored
144,81,2023-09-08T11,Ignored
112,43,2022-03-07T00,Talked
163,106,2021-03-17T19,Talked
118,2,2022-05-10T10,Talked
27,27,2021-03-01T17,Sold To
191,24,2021-06-02T06,Sold To
175,61,2021-02-05T05,Fought
150,30,2022-10-04T20,Ignored
36,24,2022-07-18T15,Talked
4,10,2021-04-13T19,Sold To
142,84,2023-02-26T20,Bought From
198,57,2021-04-17T12,Bought From
90,2,2021-01-08T08,Talked
101,51,2022-09-11T14,Fought
44,111,2021-07-20T00,Fought
66,2,2021-08-20T16,Fought
37,52,2023-07-08T06,Talked
30,21,2021-05-18T12,Ignored
55,49,2021-01-30T10,Talked
23,16,2021-09-04T19,Talked
57,103,2023-07-25T15,Fought
15,83,2021-12-31T07,Ignored
28,87,2021-10-21T22,Talked
140,53,2022-08-23T08,Bought From
110,131,2021-06-23T03,Talked
153,81,2022-07-05T09,Ignored
132,42,2022-04-27T11,Sold To
43,122,2021-10-20T01,Sold To
61,62,2021-11-28T06,Bought From
147,17,2021-02-27T16,Talked
12,19,2021-02-05T20,Talked
28,97,2023-04-23T15,Sold To
85,131,2023-04-13T22,Talked
119,21,2023-01-09T08,Ignored
163,61,2021-12-09T02,Sold To
201,88,2021-09-13T23,Talked
33,40,2021-08-22T01,Talked
119,111,2021-06-07T23,Talked
204,81,2021-08-29T23,Fought
60,110,2021-06-15T15,Sold To
130,59,2022-11-20T20,Fought
70,88,2023-02-14T19,Bought From
33,81,2023-05-06T05,Talked
56,131,2021-11-28T00,Sold To
132,81,2021-03-17T17,Talked
58,39,2022-07-26T17,Sold To
66,79,2021-09-18T12,Fought
127,2,2023-07-19T17,Talked
129,57,2022-06-05T08,Bought From
192,108,2021-05-09T18,Ignored
78,33,2022-06-13T19,Bought From
142,124,2023-01-08T20,Sold To
184,15,2022-03-28T23,Ignored
157,64,2022-11-19T04,Fought
95,51,2021-02-03T14,Ignored
138,48,2022-04-24T15,Bought From
175,54,2021-09-06T06,Fought
40,40,2021-10-04T03,Bought From
101,110,2022-01-30T03,Fought
31,72,2022-06-24T01,Bought From
121,59,2023-04-28T10,Talked
119,111,2023-06-27T19,Talked
119,10,2023-06-28T23,Bought From
119,91,2022-03-16T10,Fought
23,4,2021-10-03T20,Bought From
77,45,2023-07-15T22,Fought
27,97,2021-04-05T08,Fought
58,91,2021-06-14T06,Bought From
157,91,2023-06-18T06,Talked
178,39,2021-07-15T23,Ignored
4,91,2021-01-11T19,Sold To
107,88,2022-08-04T05,Talked
158,42,2022-10-02T06,Sold To
15,10,2022-01-07T21,Ignored
150,125,2023-02-17T07,Ignored
147,16,2022-07-19T12,Ignored
115,4,2021-09-12T03,Sold To
84,61,2022-07-24T14,Bought From
84,73,2022-04-09T01,Talked
98,16,2021-07-17T03,Sold To
70,61,2023-08-31T06,Ignored
163,33,2023-07-19T09,Ignored
1,8,2022-12-07T04,Bought From
69,15,2021-08-26T13,Ignored
8,43,2022-01-01T09,Sold To
175,88,2023-09-01T15,Fought
166,98,2022-03-20T17,Fought
102,72,2021-07-05T19,Fought
68,120,2021-08-17T14,Talked
33,106,2022-10-03T15,Ignored
30,57,2022-11-24T12,Bought From
11,33,2021-01-29T16,Ignored
138,2,2022-05-27T05,Sold To
55,59,2022-09-03T06,Talked
84,108,2022-09-21T03,Talked
155,115,2022-07-17T07,Ignored
189,48,2021-12-11T09,Bought From
79,12,2023-02-15T19,Sold To
173,51,2021-06-29T23,Sold To
56,48,2021-10-27T02,Bought From
169,43,2022-09-12T21,Talked
144,57,2023-01-16T07,Talked
163,101,2022-07-19T15,Bought From
57,94,2023-05-03T16,Sold To
124,8,2022-08-05T18,Fought
162,76,2022-07-27T07,Ignored
25,48,2022-01-26T06,Bought From
162,108,2021-01-12T23,Bought From
81,120,2023-03-11T14,Sold To
191,36,2022-12-12T13,Ignored
119,45,2023-01-15T21,Sold To
144,67,2021-09-10T00,Bought From
61,81,2022-09-11T06,Talked
4,62,2021-03-23T18,Talked
147,87,2021-03-06T06,Sold To
28,57,2022-05-16T16,Fought
126,62,2021-05-25T18,Talked
98,91,2022-04-16T00,Bought From
105,52,2022-02-09T05,Ignored
30,120,2022-05-23T04,Bought From
49,6,2022-04-08T12,Ignored
119,38,2023-06-01T09,Ignored
110,131,2023-01-03T14,Fought
11,16,2023-04-25T20,Ignored
29,118,2022-11-15T06,Bought From
124,40,2022-10-08T09,Talked
57,61,2022-01-21T17,Sold To
115,21,2023-09-03T15,Sold To
138,73,2021-08-13T09,Sold To
126,81,2021-11-09T13,Sold To
18,16,2023-01-14T21,Sold To
44,133,2023-04-26T15,Sold To
18,115,2022-09-25T14,Ignored
102,12,2022-10-15T17,Talked
179,43,2022-09-18T08,Bought From
173,101,2022-02-10T07,Talked
60,14,2021-08-16T23,Ignored
18,98,2023-02-15T03,Sold To
37,93,2021-07-27T22,Sold To
95,67,2022-09-16T22,Ignored
130,45,2023-03-02T23,Fought
189,79,2021-07-15T15,Bought From
142,2,2022-06-11T08,Talked
130,6,2021-11-04T19,Bought From
155,12,2021-11-09T04,Fought
102,84,2021-03-14T07,Sold To
18,12,2022-11-01T04,Talked
37,62,2023-01-28T06,Talked
87,72,2023-09-14T19,Ignored
40,15,2023-04-03T20,Ignored
27,133,2021-06-21T19,Ignored
36,133,2021-08-30T12,Sold To
49,45,2023-04-23T19,Bought From
192,49,2021-03-07T11,Fought
138,98,2022-07-02T03,Talked
175,36,2022-09-28T09,Sold To
192,54,2023-05-30T18,Bought From
87,125,2021-11-09T08,Ignored
44,122,2021-08-17T17,Fought
1,15,2022-03-15T04,Bought From
198,40,2021-10-03T11,Ignored
21,128,2021-07-09T22,Talked
159,128,2022-01-11T10,Sold To
12,27,2021-04-03T08,Bought From
144,88,2022-11-30T13,Fought
52,38,2021-01-21T02,Bought From
75,4,2021-04-03T13,Talked
30,40,2021-07-27T14,Talked
144,108,2022-04-18T16,Fought
58,61,2023-01-13T21,Fought
68,76,2021-08-05T17,Sold To
85,70,2022-03-18T03,Ignored
69,83,2022-09-30T04,Bought From
182,93,2023-03-03T15,Bought From
163,30,2022-05-03T16,Talked
69,19,2021-05-19T07,Talked
52,73,2022-02-27T12,Talked
90,10,2021-02-18T07,Ignored
92,33,2022-10-19T22,Sold To
40,40,2022-08-03T13,Bought From
153,98,2022-08-03T09,Bought From
198,15,2022-10-03T14,Bought From
85,120,2021-12-24T02,Fought
118,49,2021-02-27T02,Sold To
132,42,2021-10-17T20,Bought From
124,133,2022-09-11T11,Ignored
43,106,2022-10-09T18,Bought From
65,101,2021-12-28T00,Talked
27,42,2021-01-28T23,Fought
66,84,2023-04-05T10,Talked
68,15,2022-03-27T04,Sold To
105,93,2021-07-29T23,Bought From
118,57,2021-12-04T06,Ignored
178,76,2022-10-15T19,Bought From
29,6,2022-07-21T00,Sold To
27,79,2021-08-13T20,Sold To
162,54,2021-03-15T19,Ignored
90,39,2022-08-06T13,Fought
192,15,2021-02-21T07,Sold To
155,54,2022-03-25T05,Sold To
81,21,2021-08-13T22,Bought From
150,12,2022-04-30T02,Fought
166,98,2022-06-06T06,Sold To
158,67,2021-08-06T06,Sold To
119,36,2023-05-26T00,Fought
69,51,2022-07-05T10,Bought From
102,45,2021-10-14T23,Bought From
147,51,2022-04-11T05,Talked
191,53,2021-06-07T20,Fought
40,14,2022-10-04T03,Sold To
68,110,2022-01-18T12,Ignored
58,24,2023-07-05T11,Ignored
191,21,2023-03-31T23,Ignored
21,103,2022-08-18T05,Fought
68,101,2021-08-16T11,Ignored
43,16,2022-10-07T09,Ignored
31,106,2021-08-16T02,Fought
77,122,2023-06-21T07,Talked
192,53,2022-12-15T15,Bought From
158,42,2022-05-22T10,Sold To
179,133,2022-04-25T14,Sold To
8,16,2022-12-22T20,Fought
46,54,2021-06-09T22,Ignored
77,111,2022-05-21T04,Bought From
84,103,2021-12-28T09,Bought From
60,114,2023-01-25T07,Ignored
179,36,2023-04-11T21,Fought
90,97,2023-07-26T17,Sold To
15,131,2021-10-25T07,Ignored
158,110,2021-11-18T16,Talked
127,61,2023-07-18T15,Fought
70,30,2021-05-31T17,Talked
55,110,2021-01-16T07,Bought From
58,87,2023-07-24T15,Sold To
157,98,2023-01-09T12,Fought
119,48,2022-05-20T06,Bought From
36,14,2021-10-02T22,Sold To
81,114,2022-02-02T23,Fought
92,36,2021-12-11T01,Talked
57,102,2021-07-16T15,Fought
110,108,2023-04-30T07,Talked
127,54,2023-05-31T08,Ignored
71,131,2022-09-17T08,Fought
81,8,2023-05-03T02,Ignored
130,131,2023-05-27T17,Fought
58,87,2021-03-02T04,Fought
166,2,2022-02-24T06,Sold To
192,110,2021-08-13T15,Sold To
118,133,2023-02-16T13,Sold To
201,115,2021-07-05T21,Sold To
44,61,2022-09-08T05,Ignored
11,17,2022-12-06T10,Fought
102,52,2023-09-06T11,Sold To
92,38,2022-10-28T18,Ignored
184,133,2022-12-17T10,Bought From
15,52,2022-04-03T10,Fought
38,42,2022-06-23T04,Bought From
121,54,2023-04-17T01,Sold To
182,43,2022-04-12T23,Bought From
157,72,2023-01-12T18,Fought
140,98,2022-07-09T20,Sold To
166,91,2023-05-06T11,Bought From
179,72,2022-01-11T02,Ignored
68,122,2021-09-23T08,Ignored
153,36,2021-09-07T14,Fought
87,115,2021-08-26T05,Bought From
110,128,2021-10-09T05,Ignored
129,52,2022-05-09T09,Fought
31,43,2021-02-19T23,Ignored
191,70,2022-08-20T23,Sold To
29,72,2023-08-13T05,Ignored
64,53,2022-04-23T21,Fought
40,51,2023-04-22T03,Ignored
49,4,2022-09-24T19,Sold To
40,114,2022-09-07T14,Ignored
25,24,2022-01-14T13,Talked
184,54,2021-11-03T21,Sold To
153,108,2023-03-20T02,Ignored
77,101,2021-04-13T05,Sold To
179,39,2022-08-10T19,Ignored
64,110,2022-09-05T22,Fought
121,122,2023-01-02T05,Bought From
158,53,2023-08-24T15,Talked
105,10,2021-12-26T19,Sold To
29,111,2022-12-27T10,Bought From
182,131,2022-06-18T05,Talked
189,122,2022-03-29T01,Sold To
60,40,2023-01-17T15,Ignored
79,2,2021-06-27T10,Fought
49,49,2021-08-07T03,Bought From
61,43,2023-02-18T14,Bought From
49,60,2021-03-20T17,Fought
118,76,2021-12-31T12,Sold To
18,72,2023-04-25T16,Fought
25,133,2022-07-07T15,Bought From
90,83,2022-12-15T15,Ignored
105,93,2021-07-18T14,Bought From
121,120,2021-10-15T03,Fought
130,106,2021-07-30T12,Fought
8,60,2023-05-09T01,Talked
153,103,2021-09-11T11,Ignored
138,83,2023-01-08T03,Talked
155,76,2021-12-20T21,Talked
64,93,2021-08-09T13,Fought
4,60,2022-11-05T02,Sold To
75,8,2023-06-18T14,Ignored
201,2,2022-12-16T00,Fought
138,40,2023-01-13T14,Fought
126,19,2022-09-27T17,Talked
144,19,2023-06-22T01,Fought
69,2,2022-04-08T15,Fought
60,39,2022-07-01T17,Bought From
129,10,2023-01-01T03,Fought
155,52,2022-12-03T14,Talked
178,102,2023-08-23T08,Bought From
43,51,2023-03-16T12,Sold To
55,38,2023-08-14T17,Sold To
186,79,2021-12-09T03,Ignored
142,62,2021-12-14T13,Sold To
159,14,2022-04-27T18,Sold To
81,73,2023-04-18T14,Bought From
191,84,2021-08-22T21,Sold To
201,54,2022-01-20T22,Bought From
150,51,2023-02-09T18,Bought From
163,7,2021-10-06T20,Bought From
69,19,2021-05-26T17,Fought
1,72,2021-09-27T05,Ignored
138,131,2022-02-24T09,Talked
173,6,2023-06-25T08,Fought
69,49,2021-12-11T08,Sold To
5,17,2021-04-27T13,Sold To
4,94,2022-02-01T14,Talked
49,36,2021-02-24T13,Bought From
25,6,2023-03-20T01,Talked
92,16,2021-01-10T04,Sold To
4,45,2022-06-23T13,Sold To
23,14,2022-07-20T17,Fought
1,108,2022-03-07T13,Fought
4,61,2022-06-23T06,Bought From
27,60,2022-07-20T18,Sold To
23,19,2022-02-25T15,Sold To
33,21,2021-08-03T19,Ignored
169,91,2022-11-24T22,Talked
60,40,2023-02-18T09,Talked
71,108,2023-03-21T11,Talked
90,122,2021-07-14T14,Talked
157,108,2022-03-28T14,Ignored
126,8,2023-02-10T15,Ignored
198,98,2023-01-16T04,Bought From
27,115,2022-04-21T19,Fought
49,83,2021-09-28T01,Sold To
127,57,2021-07-18T10,Ignored
175,110,2023-02-04T00,Bought From
204,114,2021-02-04T06,Bought From
29,81,2022-12-25T06,Talked
27,14,2022-03-20T19,Ignored
157,72,2023-08-13T19,Bought From
118,120,2022-01-21T12,Ignored
81,98,2022-12-26T23,Fought
33,133,2022-07-15T00,Fought
140,108,2022-11-17T22,Talked
129,133,2021-03-01T12,Bought From
23,87,2022-07-01T14,Fought
201,94,2021-04-21T16,Ignored
140,7,2021-04-20T07,Talked
192,52,2023-06-01T19,Bought From
52,27,2022-11-05T06,Bought From
18,2,2022-01-14T22,Talked
11,14,2021-03-31T00,Sold To
69,45,2023-04-03T00,Bought From
191,118,2021-03-11T14,Talked
23,79,2022-06-02T02,Ignored
92,14,2022-07-03T22,Talked
65,14,2022-11-15T14,Talked
178,72,2021-09-04T16,Bought From
124,124,2022-02-11T18,Bought From
95,38,2023-05-21T11,Sold To
142,111,2022-06-27T02,Ignored
56,16,2021-05-19T08,Ignored
191,61,2023-01-07T10,Talked
166,38,2022-05-30T03,Fought
5,6,2022-08-28T17,Sold To
150,4,2021-06-12T15,Ignored
92,12,2021-06-28T07,Ignored
1,84,2022-04-03T01,Fought
71,87,2023-05-26T17,Talked
169,21,2021-03-30T01,Fought
25,101,2021-08-23T11,Fought
56,43,2023-01-23T00,Fought
12,24,2023-02-27T00,Sold To
155,42,2022-02-13T10,Bought From
129,42,2021-03-26T06,Bought From
28,14,2022-10-23T17,Ignored
78,2,2023-07-02T19,Ignored
71,51,2022-05-21T08,Sold To
195,118,2022-08-05T19,Talked
127,87,2021-02-13T10,Sold To
27,79,2022-10-15T09,Bought From
132,48,2022-03-03T15,Fought
84,49,2021-09-19T11,Bought From
144,93,2022-01-17T13,Sold To
60,73,2023-01-05T18,Bought From
30,36,2021-07-08T22,Bought From
189,21,2023-02-03T17,Fought
61,27,2022-11-06T11,Bought From
68,15,2021-02-16T10,Talked
182,12,2023-01-13T15,Ignored
110,61,2021-01-11T02,Sold To
30,83,2023-06-24T16,Fought
4,98,2022-04-13T01,Talked
31,111,2023-09-10T21,Sold To
68,131,2022-02-01T23,Ignored
18,91,2023-07-19T03,Bought From
73,33,2023-05-29T06,Talked
55,120,2022-02-11T15,Talked
144,67,2022-04-26T16,Fought
201,128,2023-03-10T22,Talked
25,115,2022-04-04T17,Talked
179,59,2022-12-03T09,Ignored
95,38,2023-04-30T19,Fought
178,102,2022-07-23T10,Ignored
186,57,2021-12-28T19,Sold To
52,118,2021-05-26T11,Bought From
191,15,2021-03-08T01,Ignored
37,118,2022-12-23T22,Ignored
204,67,2021-06-06T04,Fought
135,53,2022-10-08T00,Bought From
77,73,2022-05-20T21,Sold To
4,124,2023-07-23T21,Ignored
126,54,2022-04-28T21,Ignored
31,43,2022-11-21T23,Sold To
155,93,2022-06-07T22,Bought From
15,81,2022-07-05T03,Sold To
112,39,2021-07-07T15,Fought
124,88,2023-06-08T16,Sold To
