character_id,guild_id,timestamp,value
79,45,2023-06-02T10,Promoted
322,110,2022-04-28T18,Joined
302,190,2021-11-12T20,Joined
84,116,2022-06-03T15,Joined
3,196,2022-07-25T13,Joined
302,217,2023-09-08T08,Joined
194,65,2023-05-25T21,Promoted
199,122,2022-09-14T04,Promoted
199,57,2022-11-13T09,Left
42,49,2023-01-19T15,Left
294,30,2023-04-20T01,Left
26,24,2022-06-13T10,Joined
404,114,2022-12-20T21,Joined
187,73,2023-01-15T19,Joined
13,197,2021-05-22T15,Promoted
48,54,2021-04-19T19,Promoted
30,41,2021-09-27T12,Joined
86,5,2023-02-18T06,Promoted
377,27,2022-09-24T08,Left
324,54,2021-04-11T17,Promoted
214,198,2021-02-13T08,Joined
348,30,2021-06-10T00,Joined
247,154,2021-07-17T13,Promoted
404,103,2022-02-01T20,Left
313,162,2023-02-16T16,Left
60,155,2023-02-03T05,Promoted
389,102,2023-06-08T08,Promoted
59,198,2022-01-23T17,Joined
199,183,2021-06-06T04,Joined
333,130,2023-05-10T03,Joined
68,131,2023-04-16T10,Left
275,132,2021-10-19T14,Left
76,143,2022-06-05T20,Promoted
115,46,2021-10-17T10,Promoted
89,159,2022-05-25T21,Joined
267,165,2022-01-18T16,Left
58,16,2021-10-26T02,Joined
79,103,2021-05-04T06,Promoted
236,5,2023-07-15T05,Left
235,68,2022-08-30T17,Left
322,49,2023-05-12T16,Left
394,176,2022-08-01T06,Joined
315,73,2023-08-07T06,Joined
318,157,2022-11-23T03,Left
11,161,2021-01-30T00,Promoted
348,196,2023-05-20T02,Left
402,178,2021-10-14T01,Promoted
84,24,2021-05-06T08,Promoted
330,59,2023-08-03T12,Promoted
11,80,2022-04-14T11,Left
104,81,2023-02-13T16,Left
319,45,2021-02-17T05,Joined
58,57,2021-07-02T09,Left
236,143,2023-06-09T08,Promoted
377,78,2022-04-26T13,Promoted
191,102,2023-03-15T07,Left
240,210,2022-05-25T02,Left
224,213,2023-04-09T06,Promoted
73,213,2022-10-01T03,Joined
131,133,2023-09-14T00,Left
383,145,2021-08-25T08,Promoted
36,58,2022-12-16T00,Left
238,170,2022-07-03T01,Promoted
102,44,2023-09-06T13,Joined
362,87,2023-01-15T12,Joined
24,142,2023-09-05T16,Left
247,73,2022-10-12T08,Joined
55,30,2022-04-14T20,Promoted
176,98,2021-07-16T15,Left
132,109,2021-10-07T01,Joined
161,13,2021-09-20T11,Joined
140,115,2022-07-02T10,Left
252,109,2021-04-16T06,Joined
131,38,2022-08-12T17,Joined
285,18,2023-08-18T04,Joined
258,65,2021-07-21T12,Promoted
359,13,2022-04-28T22,Promoted
288,86,2022-02-04T01,Promoted
243,86,2022-12-14T17,Joined
93,154,2023-07-08T20,Promoted
73,214,2021-06-14T22,Promoted
123,115,2023-04-18T11,Promoted
177,145,2022-05-03T02,Promoted
35,21,2023-07-13T19,Joined
275,2,2021-04-13T00,Promoted
1,213,2023-07-22T07,Promoted
42,201,2021-09-08T08,Left
165,197,2021-03-10T18,Promoted
295,210,2022-02-17T11,Joined
79,178,2023-08-29T23,Promoted
58,195,2023-02-19T13,Left
211,211,2022-04-03T03,Left
308,137,2022-12-23T21,Left
346,62,2022-03-12T06,Joined
397,142,2023-03-22T15,Joined
165,151,2022-12-07T18,Left
307,33,2022-04-13T04,Left
227,136,2022-01-24T11,Promoted
79,139,2022-12-17T15,Joined
68,31,2021-12-04T22,Promoted
59,152,2021-12-30T20,Joined
190,119,2021-07-06T03,Left
404,105,2021-05-17T01,Joined
104,44,2022-05-01T20,Promoted
226,122,2023-01-20T18,Promoted
173,152,2021-08-03T02,Left
71,36,2022-08-15T19,Joined
238,131,2021-07-24T16,Left
146,96,2022-09-15T05,Joined
5,101,2021-09-19T01,Left
392,131,2022-11-23T02,Joined
331,7,2022-09-07T12,Promoted
273,57,2022-02-26T20,Left
24,60,2022-03-18T22,Joined
267,73,2023-04-06T00,Promoted
312,60,2023-08-19T05,Promoted
51,210,2022-10-25T11,Joined
226,175,2022-06-04T05,Promoted
194,24,2021-04-30T20,Promoted
107,44,2023-05-01T16,Joined
182,172,2022-01-12T22,Promoted
52,139,2023-09-02T19,Promoted
60,58,2021-01-31T04,Joined
230,154,2023-03-16T03,Left
140,187,2021-02-13T00,Joined
348,145,2022-08-11T21,Promoted
182,130,2023-06-08T19,Promoted
311,199,2021-07-26T11,Joined
202,109,2021-03-02T22,Left
260,144,2022-07-05T10,Left
307,22,2022-07-10T02,Left
331,207,2021-10-26T02,Left
319,149,2022-09-22T23,Left
142,190,2021-02-02T03,Left
177,198,2022-07-28T04,Joined
140,103,2023-02-09T05,Promoted
173,32,2022-01-29T04,Left
327,139,2021-03-09T20,Promoted
45,142,2021-11-06T09,Joined
243,24,2021-07-09T15,Promoted
26,52,2023-02-09T02,Joined
83,18,2023-01-24T12,Joined
98,168,2022-12-08T08,Joined
348,131,2023-01-26T15,Left
319,175,2022-03-16T06,Joined
233,161,2021-05-02T13,Left
311,71,2023-01-13T15,Left
307,59,2021-04-10T00,Joined
118,159,2021-04-22T16,Promoted
13,80,2021-02-03T14,Promoted
21,191,2022-02-08T13,Left
194,81,2022-12-30T03,Joined
308,181,2021-03-10T16,Promoted
178,24,2023-06-17T00,Left
110,86,2022-02-23T13,Left
55,122,2022-03-12T03,Joined
144,59,2021-06-14T02,Left
275,161,2021-11-22T11,Left
114,126,2021-04-27T15,Joined
71,102,2021-05-05T05,Promoted
285,31,2023-08-15T04,Left
356,71,2021-05-28T03,Left
177,191,2022-08-19T15,Left
220,154,2021-12-28T13,Joined
385,143,2022-09-29T10,Promoted
84,195,2022-12-16T10,Joined
279,71,2022-02-22T17,Left
45,5,2021-11-03T17,Left
359,217,2021-01-11T00,Joined
236,192,2022-09-03T15,Joined
11,160,2023-02-06T03,Promoted
51,76,2021-06-05T15,Joined
285,166,2021-03-28T06,Joined
399,44,2023-06-12T09,Promoted
137,84,2023-05-11T00,Promoted
168,111,2021-08-14T07,Left
73,10,2022-02-05T22,Joined
298,176,2022-07-30T04,Promoted
13,161,2021-06-07T06,Joined
184,155,2022-03-07T10,Promoted
333,186,2022-10-18T20,Left
252,24,2022-08-21T12,Left
23,165,2021-03-27T04,Joined
227,145,2022-09-21T04,Left
89,32,2021-02-23T03,Joined
311,70,2023-06-13T20,Promoted
232,80,2021-12-08T10,Left
348,92,2021-09-06T17,Left
28,86,2022-08-22T10,Joined
304,47,2021-08-28T19,Promoted
73,190,2021-12-16T14,Left
51,16,2021-09-30T09,Promoted
240,102,2023-04-01T15,Promoted
93,96,2021-05-25T01,Promoted
315,103,2023-01-11T19,Promoted
298,31,2023-05-04T01,Joined
404,214,2021-01-16T03,Left
282,136,2023-01-25T20,Left
199,110,2023-05-27T22,Promoted
251,186,2023-03-30T12,Left
89,149,2022-10-18T08,Left
324,101,2022-01-21T21,Promoted
308,143,2023-03-28T07,Joined
217,205,2021-10-24T13,Promoted
3,160,2023-09-02T13,Promoted
59,87,2021-05-21T11,Left
168,105,2022-01-12T19,Left
53,24,2022-11-27T11,Left
44,40,2021-06-04T02,Joined
220,10,2022-06-13T20,Promoted
73,183,2021-04-03T18,Promoted
254,16,2022-01-29T07,Promoted
81,16,2023-08-01T17,Joined
122,115,2023-05-21T06,Joined
331,1,2023-05-28T18,Joined
359,191,2022-04-25T09,Left
308,145,2021-09-08T18,Promoted
45,76,2021-07-28T01,Promoted
129,116,2023-06-22T20,Joined
62,151,2021-01-07T03,Joined
91,78,2021-02-09T08,Promoted
131,115,2022-06-18T00,Left
304,36,2022-07-12T14,Left
202,78,2021-10-16T18,Left
81,142,2021-11-20T12,Promoted
379,137,2021-08-23T08,Left
73,2,2022-12-20T23,Promoted
338,143,2023-01-05T06,Joined
208,119,2021-02-22T14,Left
36,176,2022-02-28T22,Joined
11,46,2022-10-27T00,Joined
5,160,2022-11-19T01,Promoted
323,192,2022-04-27T09,Joined
279,58,2022-10-26T09,Promoted
374,40,2023-05-15T04,Joined
21,60,2021-12-20T20,Joined
86,136,2021-12-14T10,Joined
351,144,2023-07-29T16,Joined
275,77,2021-02-19T18,Promoted
319,147,2022-02-07T11,Promoted
184,210,2023-06-14T12,Joined
190,152,2021-03-13T20,Promoted
184,127,2021-09-16T04,Promoted
359,136,2023-08-04T06,Joined
335,142,2021-04-25T14,Left
377,136,2021-11-25T14,Joined
202,68,2022-10-10T09,Left
202,102,2021-02-19T04,Joined
18,211,2021-02-08T06,Left
168,49,2022-02-13T03,Left
190,203,2021-06-11T17,Left
324,57,2022-01-29T16,Promoted
190,60,2023-08-31T17,Left
48,217,2021-09-19T16,Left
83,139,2022-06-17T16,Joined
51,59,2023-08-05T12,Promoted
187,110,2023-04-21T06,Promoted
107,105,2022-07-06T16,Left
254,125,2023-07-01T09,Promoted
59,201,2022-11-29T02,Promoted
35,191,2021-12-06T22,Promoted
83,127,2021-01-20T06,Promoted
247,5,2022-10-19T02,Promoted
146,114,2022-06-11T12,Joined
394,84,2022-06-25T00,Joined
233,79,2022-11-13T03,Promoted
178,66,2022-01-22T23,Joined
304,98,2022-02-08T11,Promoted
258,183,2023-03-03T17,Left
173,52,2022-04-20T18,Joined
289,110,2022-01-18T00,Left
148,38,2022-01-23T08,Left
285,160,2021-02-11T18,Joined
171,143,2021-09-08T21,Joined
254,119,2022-09-07T10,Promoted
2,1,2021-08-01T20,Promoted
60,149,2022-05-31T18,Joined
298,154,2023-07-11T08,Promoted
385,65,2023-05-25T08,Left
71,47,2023-06-11T18,Joined
260,36,2021-10-21T21,Joined
161,122,2021-06-19T11,Joined
260,159,2022-07-12T08,Promoted
93,5,2021-02-24T00,Left
224,30,2022-06-14T12,Promoted
260,136,2022-08-23T19,Promoted
245,111,2021-07-26T10,Left
226,154,2021-12-31T04,Left
161,165,2021-09-28T00,Joined
184,13,2022-02-01T04,Promoted
59,131,2022-09-12T18,Joined
394,92,2023-04-09T00,Left
359,178,2021-11-05T18,Promoted
199,172,2022-06-07T02,Joined
214,115,2023-06-09T07,Left
58,10,2021-05-10T08,Joined
135,126,2023-05-28T19,Joined
289,77,2021-08-19T13,Joined
315,217,2023-07-30T22,Promoted
51,186,2023-01-24T19,Joined
165,52,2023-01-23T05,Promoted
65,79,2022-03-11T21,Promoted
131,159,2021-01-02T03,Promoted
404,86,2022-12-28T16,Left
165,92,2021-11-03T10,Joined
264,110,2021-06-13T16,Promoted
23,21,2021-09-21T23,Left
258,132,2023-03-13T18,Joined
205,159,2023-04-29T13,Promoted
260,198,2022-07-25T06,Promoted
397,94,2022-02-13T19,Joined
59,57,2021-05-05T02,Joined
248,217,2022-06-21T22,Left
122,71,2022-10-15T00,Joined
2,157,2022-10-16T02,Promoted
264,122,2023-05-07T21,Joined
245,22,2022-12-31T16,Joined
104,189,2021-09-11T14,Left
303,57,2021-01-28T18,Left
39,196,2021-11-09T07,Promoted
2,214,2022-11-22T23,Joined
327,126,2022-01-18T00,Left
232,133,2022-02-14T16,Promoted
59,126,2021-12-29T16,Promoted
146,198,2023-05-30T01,Promoted
341,201,2022-02-25T03,Promoted
13,197,2023-05-17T15,Promoted
135,152,2023-02-21T22,Joined
44,31,2022-02-22T05,Left
93,49,2023-04-06T20,Left
331,32,2022-10-16T21,Promoted
224,139,2022-10-16T09,Promoted
55,52,2021-10-23T07,Left
194,125,2022-04-25T09,Left
298,110,2022-09-12T15,Joined
232,7,2021-11-25T02,Left
296,47,2021-05-06T02,Left
220,109,2023-03-23T16,Joined
351,159,2022-10-15T20,Promoted
100,81,2022-06-20T01,Joined
114,191,2021-04-17T12,Left
377,27,2022-07-12T23,Promoted
236,139,2021-12-25T12,Promoted
351,60,2022-07-22T23,Joined
248,114,2022-05-06T09,Left
261,114,2021-02-11T23,Left
65,52,2021-07-12T14,Joined
36,27,2022-08-08T08,Left
129,147,2023-07-21T17,Promoted
397,103,2021-12-17T02,Promoted
375,21,2023-01-01T08,Left
365,211,2023-04-10T18,Joined
55,186,2021-01-05T03,Left
39,108,2021-05-30T08,Joined
251,80,2021-05-14T18,Joined
217,114,2021-05-16T10,Promoted
11,40,2021-02-07T03,Left
348,133,2023-05-02T22,Promoted
151,125,2023-04-10T08,Promoted
362,213,2021-11-01T00,Joined
202,211,2021-03-08T19,Promoted
338,132,2021-03-17T15,Left
227,90,2021-03-31T07,Joined
115,77,2022-03-31T17,Joined
159,46,2023-08-13T19,Left
48,190,2021-01-15T04,Left
348,159,2021-06-01T01,Promoted
374,10,2022-09-05T18,Left
375,102,2023-07-23T16,Joined
236,211,2021-04-08T03,Left
356,26,2021-10-25T12,Left
114,132,2022-02-25T19,Promoted
184,119,2021-02-08T03,Promoted
131,196,2022-05-21T11,Left
324,30,2021-11-17T13,Promoted
319,147,2021-06-09T19,Left
392,125,2021-01-13T08,Left
23,30,2023-04-30T11,Joined
110,60,2021-12-06T06,Promoted
374,27,2022-08-14T09,Promoted
211,127,2021-04-01T07,Promoted
122,71,2021-04-06T05,Joined
248,111,2023-06-24T03,Joined
311,21,2022-01-04T13,Promoted
333,76,2021-05-12T01,Promoted
247,127,2021-01-10T19,Left
346,44,2023-08-14T09,Joined
295,199,2023-03-24T04,Promoted
318,176,2023-07-15T17,Left
359,131,2023-05-08T14,Joined
375,79,2022-10-11T04,Promoted
248,45,2023-08-09T08,Promoted
157,80,2022-01-13T05,Promoted
39,183,2022-02-24T23,Joined
394,145,2022-10-02T16,Promoted
243,162,2022-05-17T00,Promoted
285,181,2021-03-25T06,Joined
118,5,2022-05-31T07,Left
176,33,2023-06-13T19,Left
104,73,2022-01-26T10,Promoted
68,110,2023-07-13T23,Promoted
18,213,2022-09-07T04,Joined
365,165,2023-06-13T14,Left
33,152,2022-09-09T08,Joined
315,81,2021-10-27T14,Promoted
322,151,2021-12-05T01,Left
285,40,2023-09-12T12,Joined
318,59,2023-08-07T19,Joined
315,21,2021-06-18T05,Joined
291,54,2022-12-22T13,Left
227,217,2021-11-17T19,Joined
151,147,2021-12-20T21,Joined
331,30,2021-04-28T07,Left
28,183,2021-02-22T18,Promoted
400,176,2022-01-27T00,Promoted
3,190,2022-08-12T23,Joined
311,79,2023-09-05T22,Promoted
146,210,2022-08-27T03,Promoted
102,1,2022-03-25T14,Promoted
76,60,2022-02-13T08,Promoted
327,76,2021-06-28T07,Left
335,60,2022-09-18T16,Promoted
251,73,2021-12-22T22,Left
296,41,2022-08-16T23,Left
131,60,2021-10-11T01,Joined
52,10,2021-11-16T02,Joined
260,143,2021-08-13T17,Promoted
138,80,2022-09-17T21,Promoted
400,105,2021-06-14T20,Promoted
295,33,2022-08-11T21,Joined
356,54,2021-03-09T10,Promoted
45,132,2022-12-14T12,Left
238,143,2022-04-26T23,Left
233,1,2022-02-16T17,Left
356,32,2022-10-08T15,Joined
180,71,2022-08-05T18,Promoted
385,26,2023-02-23T10,Joined
114,173,2021-06-14T22,Joined
173,76,2021-01-31T05,Left
368,92,2021-10-04T11,Promoted
302,66,2022-02-14T10,Promoted
394,68,2022-04-24T16,Joined
397,54,2023-09-07T08,Left
269,79,2023-07-17T03,Left
346,142,2022-07-23T15,Left
295,66,2021-10-10T06,Promoted
394,162,2023-08-02T04,Left
359,27,2023-03-28T22,Joined
144,77,2022-06-08T10,Joined
59,103,2021-05-29T10,Left
399,126,2021-11-14T09,Promoted
298,115,2021-01-06T08,Promoted
165,116,2023-07-20T22,Joined
81,136,2023-06-18T14,Joined
208,13,2021-06-15T12,Left
295,199,2023-03-06T11,Joined
291,154,2021-10-01T19,Promoted
132,155,2021-10-05T06,Left
35,160,2022-02-01T09,Promoted
344,27,2021-08-18T16,Promoted
102,92,2021-03-04T10,Promoted
126,22,2023-09-11T05,Promoted
100,142,2021-08-04T12,Promoted
333,52,2021-07-07T00,Left
96,87,2021-10-21T09,Joined
129,109,2023-07-18T01,Joined
71,172,2021-01-27T09,Joined
52,144,2023-09-03T06,Left
202,101,2023-06-02T02,Left
324,183,2023-07-08T19,Joined
311,133,2021-06-21T18,Promoted
375,22,2022-08-15T04,Left
258,94,2021-06-23T23,Joined
252,162,2022-06-24T17,Left
28,143,2021-03-29T23,Joined
60,62,2023-03-28T11,Left
171,76,2023-06-23T15,Left
313,31,2022-06-19T15,Left
285,214,2021-10-20T20,Left
327,66,2021-04-12T08,Left
322,13,2023-01-25T15,Joined
324,133,2023-06-04T13,Promoted
68,181,2021-12-30T08,Promoted
333,33,2022-01-17T20,Joined
104,136,2023-04-09T13,Promoted
159,145,2022-11-08T12,Promoted
191,196,2021-05-11T18,Left
52,143,2021-05-08T04,Promoted
137,165,2021-05-27T00,Left
142,22,2021-08-01T02,Promoted
323,166,2021-09-20T03,Left
138,207,2021-02-03T22,Joined
44,127,2022-12-10T19,Joined
354,217,2022-09-11T23,Left
114,16,2022-07-16T13,Promoted
303,126,2023-03-23T02,Promoted
308,109,2022-07-18T05,Left
269,160,2023-09-14T23,Left
98,217,2021-05-31T22,Joined
251,109,2021-05-20T18,Promoted
243,36,2022-11-24T23,Promoted
205,16,2022-06-02T20,Joined
230,172,2021-04-09T19,Joined
30,154,2023-01-01T03,Promoted
235,198,2022-08-26T10,Joined
137,105,2021-11-20T07,Left
333,108,2023-09-03T00,Promoted
313,154,2021-07-13T05,Left
319,172,2023-06-25T05,Left
126,186,2021-06-14T00,Joined
194,199,2023-08-28T21,Joined
362,195,2022-09-09T09,Joined
275,65,2021-03-21T10,Left
379,207,2022-03-24T20,Joined
140,105,2022-11-28T13,Joined
52,32,2022-03-20T09,Promoted
148,178,2022-01-18T15,Left
205,21,2023-02-16T17,Joined
346,181,2023-07-19T21,Promoted
45,145,2021-07-12T12,Joined
45,101,2022-08-09T16,Promoted
60,84,2022-01-13T22,Promoted
381,176,2023-08-07T13,Joined
13,79,2021-10-27T08,Joined
394,125,2022-08-05T02,Joined
333,47,2022-05-19T00,Joined
191,130,2021-05-16T19,Left
100,142,2021-05-02T23,Left
290,76,2023-07-11T11,Promoted
303,151,2022-11-28T16,Promoted
294,36,2022-05-18T03,Left
202,84,2021-04-20T19,Joined
288,73,2021-01-06T13,Left
344,87,2022-01-14T06,Joined
146,161,2023-04-23T06,Joined
115,178,2022-10-08T05,Joined
211,94,2022-09-27T01,Promoted
351,191,2021-07-08T18,Joined
238,151,2022-04-25T16,Promoted
121,207,2022-12-12T17,Left
313,101,2022-05-29T07,Left
392,21,2021-09-14T02,Promoted
291,142,2022-11-23T22,Promoted
86,96,2023-08-10T12,Left
65,145,2021-12-12T14,Left
62,170,2023-07-18T22,Left
308,139,2021-02-02T07,Joined
374,159,2021-07-27T16,Promoted
211,62,2021-11-26T03,Left
319,98,2022-04-29T23,Promoted
28,31,2021-01-23T09,Joined
76,125,2023-03-30T07,Left
291,161,2023-01-11T12,Left
177,160,2021-01-06T10,Promoted
144,33,2021-07-31T08,Promoted
299,192,2021-03-25T16,Left
2,26,2021-02-23T17,Joined
23,44,2022-05-04T16,Promoted
107,115,2022-05-10T23,Joined
322,68,2021-06-19T13,Promoted
65,66,2023-04-24T22,Promoted
288,161,2022-10-19T16,Left
245,122,2022-07-17T04,Joined
299,181,2021-01-02T20,Left
168,157,2022-10-07T06,Promoted
294,130,2023-08-30T18,Joined
377,32,2022-01-09T03,Promoted
272,47,2023-04-05T00,Promoted
389,131,2022-03-20T18,Left
123,152,2021-01-06T03,Joined
302,176,2021-03-15T03,Left
312,181,2021-11-14T21,Left
180,175,2023-01-23T00,Promoted
196,130,2021-04-14T17,Left
115,30,2021-08-11T08,Left
89,33,2021-09-29T09,Promoted
260,59,2022-10-16T15,Left
269,57,2023-03-31T14,Promoted
184,199,2022-10-31T22,Left
275,49,2021-11-22T12,Left
190,49,2021-04-28T08,Promoted
392,49,2023-02-14T11,Joined
196,32,2023-03-06T02,Left
377,144,2022-01-04T19,Left
151,79,2023-01-09T19,Joined
230,149,2022-07-02T23,Promoted
194,94,2022-02-03T12,Left
196,201,2023-08-09T10,Promoted
351,116,2022-06-23T12,Promoted
381,178,2021-08-15T00,Left
21,38,2021-12-21T22,Promoted
233,155,2023-01-30T21,Joined
168,162,2023-02-18T14,Joined
39,30,2021-01-10T18,Left
48,102,2022-04-24T06,Promoted
208,159,2022-04-27T17,Joined
114,32,2022-01-10T16,Joined
238,211,2021-11-02T20,Joined
205,160,2022-05-25T13,Promoted
114,81,2023-08-26T18,Left
55,102,2022-12-04T07,Promoted
375,199,2021-11-15T04,Promoted
2,81,2023-04-09T13,Promoted
222,116,2023-01-19T01,Left
400,130,2023-04-17T20,Joined
81,80,2022-04-09T22,Joined
8,192,2022-03-18T23,Promoted
222,81,2023-07-05T11,Left
303,92,2021-09-16T22,Promoted
135,105,2021-11-26T14,Promoted
52,45,2021-06-21T15,Promoted
165,116,2022-09-30T17,Promoted
164,122,2023-03-21T01,Joined
23,133,2023-08-26T22,Left
208,58,2023-01-09T05,Promoted
18,57,2023-05-15T22,Promoted
375,81,2021-08-27T06,Left
122,62,2021-09-08T11,Promoted
392,125,2021-01-08T11,Promoted
364,126,2022-07-24T10,Left
273,16,2022-10-09T22,Joined
362,119,2021-12-25T13,Promoted
194,145,2023-06-29T08,Joined
235,132,2021-12-09T19,Joined
374,10,2023-09-06T16,Joined
232,139,2023-03-29T09,Joined
118,21,2021-10-21T18,Left
399,78,2023-06-26T08,Promoted
199,36,2022-10-04T10,Promoted
182,109,2021-02-22T21,Joined
381,145,2022-09-06T07,Left
81,214,2021-04-08T18,Left
402,144,2022-09-11T10,Joined
324,87,2023-02-10T12,Joined
151,147,2023-02-09T19,Promoted
84,168,2022-03-28T16,Joined
135,101,2021-02-16T04,Promoted
348,168,2021-01-13T11,Promoted
35,87,2021-09-20T10,Left
330,80,2022-04-19T02,Promoted
240,213,2022-12-09T21,Left
315,92,2022-12-04T00,Left
261,151,2021-05-26T18,Joined
89,21,2022-11-06T10,Promoted
86,155,2021-01-06T17,Joined
261,78,2022-08-27T00,Left
65,196,2023-04-18T11,Promoted
112,151,2023-04-28T01,Promoted
264,154,2023-02-15T23,Left
364,187,2021-02-13T18,Promoted
264,71,2022-12-31T18,Joined
289,147,2021-10-06T06,Promoted
178,217,2022-04-16T09,Joined
226,205,2021-02-07T05,Left
107,127,2022-05-09T11,Joined
68,115,2021-10-09T19,Left
35,116,2022-08-12T13,Joined
226,122,2022-02-05T04,Promoted
251,115,2021-07-01T03,Joined
107,149,2021-04-02T05,Left
294,199,2023-03-03T23,Joined
312,86,2022-12-05T19,Promoted
100,109,2023-07-11T13,Promoted
289,90,2022-02-27T20,Promoted
371,96,2022-05-28T21,Promoted
392,79,2021-06-07T17,Left
331,65,2022-04-14T11,Promoted
194,21,2021-04-30T00,Left
18,155,2021-06-23T13,Promoted
400,36,2023-03-21T03,Promoted
180,24,2023-01-16T06,Joined
362,58,2022-06-18T23,Promoted
121,78,2021-09-21T04,Left
187,31,2021-08-02T15,Promoted
33,147,2021-09-30T17,Joined
341,24,2022-06-03T13,Promoted
132,2,2021-11-12T22,Left
6,41,2021-01-07T20,Promoted
348,173,2021-07-01T16,Joined
313,197,2021-08-14T04,Left
248,151,2022-09-27T06,Left
371,114,2023-02-05T10,Left
100,165,2023-02-14T20,Joined
73,116,2021-09-04T17,Promoted
379,77,2023-04-03T15,Left
261,198,2021-06-11T13,Promoted
296,101,2023-05-10T20,Joined
2,127,2022-08-09T15,Left
289,131,2021-06-30T19,Left
344,38,2022-03-16T08,Left
202,137,2023-04-29T21,Left
273,71,2021-01-15T14,Left
107,191,2021-01-19T07,Promoted
21,90,2022-06-17T09,Promoted
173,31,2022-05-09T14,Left
98,105,2021-07-01T08,Joined
318,139,2022-04-12T12,Left
35,44,2023-02-02T12,Left
140,22,2021-04-07T19,Promoted
333,81,2021-03-08T04,Joined
48,102,2021-08-11T04,Joined
48,52,2022-01-09T09,Promoted
81,199,2022-04-09T00,Promoted
178,159,2022-09-26T21,Promoted
331,147,2022-03-14T05,Left
51,205,2022-01-26T05,Promoted
394,105,2021-04-11T19,Left
21,147,2022-01-14T21,Left
96,81,2021-12-01T06,Joined
148,154,2021-01-17T07,Promoted
318,139,2022-10-25T11,Left
107,119,2023-07-01T01,Joined
58,109,2022-07-09T20,Promoted
381,46,2022-05-30T12,Promoted
400,49,2021-11-17T11,Left
13,181,2022-07-10T19,Joined
138,183,2021-07-18T05,Joined
389,79,2021-01-17T12,Joined
42,105,2022-10-23T11,Left
21,62,2022-12-04T15,Left
96,24,2021-10-10T22,Joined
383,59,2021-07-07T18,Promoted
312,115,2022-09-15T23,Left
53,1,2022-01-23T18,Promoted
71,36,2021-05-10T11,Promoted
214,143,2022-05-07T20,Left
18,181,2023-09-12T08,Promoted
194,152,2022-06-06T02,Promoted
264,214,2021-10-24T10,Left
151,47,2023-05-24T05,Joined
389,33,2021-01-27T15,Joined
364,90,2022-12-28T02,Joined
107,108,2023-05-30T11,Promoted
110,131,2021-07-05T16,Promoted
114,40,2022-12-12T20,Left
232,60,2022-01-19T04,Joined
18,195,2022-02-19T18,Left
59,197,2021-09-07T18,Promoted
331,116,2022-05-11T15,Joined
161,154,2021-11-22T10,Promoted
243,149,2021-09-17T04,Joined
252,111,2021-03-31T09,Promoted
151,203,2022-12-05T07,Promoted
389,186,2023-03-14T11,Joined
279,196,2021-01-02T18,Joined
318,44,2022-03-30T00,Promoted
11,77,2023-04-26T23,Left
311,198,2023-01-26T06,Left
11,133,2021-05-24T00,Joined
6,173,2022-10-16T20,Left
245,207,2021-05-31T05,Promoted
98,1,2023-07-28T20,Left
104,40,2021-03-06T21,Joined
214,18,2023-07-05T17,Promoted
30,111,2021-04-09T15,Promoted
279,162,2021-03-19T17,Promoted
187,78,2023-03-12T07,Joined
148,21,2021-08-31T03,Joined
135,80,2023-08-01T22,Promoted
394,18,2021-05-26T04,Promoted
16,32,2023-06-20T09,Left
211,122,2023-01-23T22,Left
161,165,2023-08-23T06,Promoted
115,21,2023-05-29T12,Joined
208,197,2022-10-29T01,Promoted
256,201,2023-03-22T11,Promoted
16,27,2022-04-16T23,Joined
114,154,2021-10-29T07,Joined
24,36,2023-04-23T00,Left
230,116,2022-06-02T10,Joined
138,151,2021-05-01T22,Promoted
222,119,2023-08-26T07,Joined
176,125,2021-10-19T00,Joined
11,190,2023-03-31T19,Left
93,22,2023-03-13T04,Promoted
62,132,2021-01-31T13,Left
146,60,2021-01-05T17,Promoted
299,10,2022-02-13T07,Promoted
298,26,2022-09-18T12,Joined
282,152,2021-05-17T01,Left
208,157,2021-07-26T22,Promoted
338,130,2022-02-14T18,Left
68,1,2023-02-26T21,Left
251,26,2023-08-23T03,Joined
171,54,2021-05-10T23,Joined
331,196,2021-12-09T08,Promoted
275,96,2021-12-15T00,Left
161,49,2021-05-28T12,Joined
159,152,2021-05-18T12,Promoted
140,2,2021-07-26T03,Promoted
159,7,2021-02-26T19,Left
28,151,2022-04-24T00,Left
157,178,2021-10-23T23,Promoted
36,155,2022-02-05T12,Joined
171,80,2021-12-16T20,Promoted
73,58,2021-01-26T02,Joined
107,1,2021-01-07T04,Promoted
83,109,2023-03-06T01,Promoted
33,73,2021-08-14T05,Joined
180,16,2021-11-05T22,Joined
100,7,2022-10-12T20,Promoted
341,62,2023-05-23T01,Left
288,98,2022-01-09T20,Left
76,65,2021-07-13T04,Joined
285,30,2022-09-23T23,Promoted
261,108,2023-05-05T16,Left
60,68,2022-08-17T19,Joined
323,86,2023-01-20T16,Left
397,131,2021-01-09T21,Left
55,166,2021-08-09T18,Promoted
18,173,2023-03-11T03,Promoted
55,115,2021-06-12T23,Joined
214,21,2022-02-02T13,Promoted
318,175,2023-07-16T22,Promoted
154,13,2023-03-25T09,Left
385,211,2022-06-11T10,Promoted
126,181,2021-10-20T04,Joined
148,155,2023-03-26T10,Joined
272,122,2023-08-31T16,Joined
178,90,2021-09-01T05,Joined
